_link,_link_cand,_link_main,pos,desc_lis_c,img_lis_c,voti,perc
1667.cand.1.liste.5,1667.cand.1,1667,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,1,0.24
1667.cand.1.liste.6,1667.cand.1,1667,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-074.png,0,0
1667.cand.2.liste.0,1667.cand.2,1667,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,12,2.91
1667.cand.3.liste.0,1667.cand.3,1667,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,7,1.69
1667.cand.4.liste.0,1667.cand.4,1667,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,4,0.97
1667.cand.5.liste.0,1667.cand.5,1667,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,4,0.97
1667.cand.6.liste.0,1667.cand.6,1667,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,0,0
1667.cand.7.liste.0,1667.cand.7,1667,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,1,0.24
1667.cand.8.liste.0,1667.cand.8,1667,,,,,0
1668.cand.0.liste.0,1668.cand.0,1668,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,170,44.97
1668.cand.0.liste.1,1668.cand.0,1668,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,30,7.94
1668.cand.0.liste.2,1668.cand.0,1668,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,22,5.82
1668.cand.0.liste.3,1668.cand.0,1668,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,17,4.50
1668.cand.0.liste.4,1668.cand.0,1668,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,4,1.06
1668.cand.0.liste.5,1668.cand.0,1668,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,3,0.79
1668.cand.1.liste.0,1668.cand.1,1668,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,48,12.70
1668.cand.1.liste.1,1668.cand.1,1668,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,22,5.82
1668.cand.1.liste.2,1668.cand.1,1668,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,18,4.76
1668.cand.1.liste.3,1668.cand.1,1668,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,9,2.38
1668.cand.1.liste.4,1668.cand.1,1668,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,8,2.12
1668.cand.1.liste.5,1668.cand.1,1668,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-074.png,0,0
1668.cand.1.liste.6,1668.cand.1,1668,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,0,0
1668.cand.2.liste.0,1668.cand.2,1668,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,12,3.17
1668.cand.3.liste.0,1668.cand.3,1668,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,5,1.32
1668.cand.4.liste.0,1668.cand.4,1668,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,4,1.06
1668.cand.5.liste.0,1668.cand.5,1668,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,3,0.79
1668.cand.6.liste.0,1668.cand.6,1668,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,1,0.26
1668.cand.7.liste.0,1668.cand.7,1668,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,2,0.53
1668.cand.8.liste.0,1668.cand.8,1668,,,,,0
1669.cand.0.liste.0,1669.cand.0,1669,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,44,31.65
1669.cand.0.liste.1,1669.cand.0,1669,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,15,10.79
1669.cand.0.liste.2,1669.cand.0,1669,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,13,9.35
1669.cand.0.liste.3,1669.cand.0,1669,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,7,5.04
1669.cand.0.liste.4,1669.cand.0,1669,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,3,2.16
1669.cand.0.liste.5,1669.cand.0,1669,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,0,0
1669.cand.1.liste.0,1669.cand.1,1669,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,25,17.99
1669.cand.1.liste.1,1669.cand.1,1669,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,11,7.91
1669.cand.1.liste.2,1669.cand.1,1669,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,6,4.32
1669.cand.1.liste.3,1669.cand.1,1669,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,4,2.88
1669.cand.1.liste.4,1669.cand.1,1669,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,3,2.16
1669.cand.1.liste.5,1669.cand.1,1669,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-074.png,0,0
1669.cand.1.liste.6,1669.cand.1,1669,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,0,0
1669.cand.2.liste.0,1669.cand.2,1669,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,3,2.16
1669.cand.3.liste.0,1669.cand.3,1669,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,1,0.72
1669.cand.4.liste.0,1669.cand.4,1669,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,1,0.72
1669.cand.5.liste.0,1669.cand.5,1669,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,1,0.72
1669.cand.6.liste.0,1669.cand.6,1669,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,0,0
1669.cand.7.liste.0,1669.cand.7,1669,,,,,0
1669.cand.8.liste.0,1669.cand.8,1669,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,2,1.44
1670.cand.0.liste.0,1670.cand.0,1670,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,19,27.14
1670.cand.0.liste.1,1670.cand.0,1670,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,10,14.29
1670.cand.0.liste.2,1670.cand.0,1670,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,7,10.00
1670.cand.0.liste.3,1670.cand.0,1670,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,4,5.71
1670.cand.0.liste.4,1670.cand.0,1670,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,2,2.86
1670.cand.0.liste.5,1670.cand.0,1670,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,0,0
1670.cand.1.liste.0,1670.cand.1,1670,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,9,12.86
1670.cand.1.liste.1,1670.cand.1,1670,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,9,12.86
1670.cand.1.liste.2,1670.cand.1,1670,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,3,4.29
1670.cand.1.liste.3,1670.cand.1,1670,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,2,2.86
1670.cand.1.liste.4,1670.cand.1,1670,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,2,2.86
1670.cand.1.liste.5,1670.cand.1,1670,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-074.png,0,0
1670.cand.1.liste.6,1670.cand.1,1670,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,0,0
1670.cand.2.liste.0,1670.cand.2,1670,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,1,1.43
1670.cand.3.liste.0,1670.cand.3,1670,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,1,1.43
1670.cand.4.liste.0,1670.cand.4,1670,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,1,1.43
1670.cand.5.liste.0,1670.cand.5,1670,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,0,0
1670.cand.6.liste.0,1670.cand.6,1670,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,0,0
1670.cand.7.liste.0,1670.cand.7,1670,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,0,0
1670.cand.8.liste.0,1670.cand.8,1670,,,,,0
1671.cand.0.liste.0,1671.cand.0,1671,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,65,40.63
1671.cand.0.liste.1,1671.cand.0,1671,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,23,14.38
1671.cand.0.liste.2,1671.cand.0,1671,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,9,5.63
1671.cand.0.liste.3,1671.cand.0,1671,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,3,1.88
1671.cand.0.liste.4,1671.cand.0,1671,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,2,1.25
1671.cand.0.liste.5,1671.cand.0,1671,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,1,0.63
1671.cand.1.liste.0,1671.cand.1,1671,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,14,8.75
1671.cand.1.liste.1,1671.cand.1,1671,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,11,6.88
1671.cand.1.liste.2,1671.cand.1,1671,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,8,5.00
1671.cand.1.liste.3,1671.cand.1,1671,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,7,4.38
1671.cand.1.liste.4,1671.cand.1,1671,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-074.png,1,0.63
1671.cand.1.liste.5,1671.cand.1,1671,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,1,0.63
1671.cand.1.liste.6,1671.cand.1,1671,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,0,0
1671.cand.2.liste.0,1671.cand.2,1671,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,5,3.13
1671.cand.3.liste.0,1671.cand.3,1671,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,5,3.13
1671.cand.4.liste.0,1671.cand.4,1671,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,4,2.50
1671.cand.5.liste.0,1671.cand.5,1671,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,1,0.63
1671.cand.6.liste.0,1671.cand.6,1671,,,,,0
1671.cand.7.liste.0,1671.cand.7,1671,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,0,0
1671.cand.8.liste.0,1671.cand.8,1671,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,0,0
1672.cand.0.liste.0,1672.cand.0,1672,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,36,19.67
1672.cand.0.liste.1,1672.cand.0,1672,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,17,9.29
1672.cand.0.liste.2,1672.cand.0,1672,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,16,8.74
1672.cand.0.liste.3,1672.cand.0,1672,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,11,6.01
1672.cand.0.liste.4,1672.cand.0,1672,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,5,2.73
1672.cand.0.liste.5,1672.cand.0,1672,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,3,1.64
1672.cand.0.liste.6,1672.cand.0,1672,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-074.png,0,0
1672.cand.1.liste.0,1672.cand.1,1672,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,52,28.42
1672.cand.1.liste.1,1672.cand.1,1672,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,11,6.01
1672.cand.1.liste.2,1672.cand.1,1672,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,8,4.37
1672.cand.1.liste.3,1672.cand.1,1672,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,8,4.37
1672.cand.1.liste.4,1672.cand.1,1672,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,3,1.64
1672.cand.1.liste.5,1672.cand.1,1672,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,3,1.64
1672.cand.2.liste.0,1672.cand.2,1672,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,3,1.64
1672.cand.3.liste.0,1672.cand.3,1672,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,3,1.64
1672.cand.4.liste.0,1672.cand.4,1672,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,2,1.09
1672.cand.5.liste.0,1672.cand.5,1672,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,1,0.55
1672.cand.6.liste.0,1672.cand.6,1672,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,1,0.55
1672.cand.7.liste.0,1672.cand.7,1672,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,0,0
1672.cand.8.liste.0,1672.cand.8,1672,,,,,0
1673.cand.0.liste.0,1673.cand.0,1673,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,68,22.37
1673.cand.0.liste.1,1673.cand.0,1673,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,38,12.50
1673.cand.0.liste.2,1673.cand.0,1673,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,32,10.53
1673.cand.0.liste.3,1673.cand.0,1673,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,14,4.61
1673.cand.0.liste.4,1673.cand.0,1673,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,7,2.30
1673.cand.0.liste.5,1673.cand.0,1673,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,2,0.66
1673.cand.0.liste.6,1673.cand.0,1673,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-074.png,0,0
1673.cand.1.liste.0,1673.cand.1,1673,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,88,28.95
1673.cand.1.liste.1,1673.cand.1,1673,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,17,5.59
1673.cand.1.liste.2,1673.cand.1,1673,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,12,3.95
1673.cand.1.liste.3,1673.cand.1,1673,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,11,3.62
1673.cand.1.liste.4,1673.cand.1,1673,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,7,2.30
1673.cand.1.liste.5,1673.cand.1,1673,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,1,0.33
1673.cand.2.liste.0,1673.cand.2,1673,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,2,0.66
1673.cand.3.liste.0,1673.cand.3,1673,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,1,0.33
1673.cand.4.liste.0,1673.cand.4,1673,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,1,0.33
1673.cand.5.liste.0,1673.cand.5,1673,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,1,0.33
1673.cand.6.liste.0,1673.cand.6,1673,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,1,0.33
1673.cand.7.liste.0,1673.cand.7,1673,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,1,0.33
1673.cand.8.liste.0,1673.cand.8,1673,,,,,0
1674.cand.0.liste.0,1674.cand.0,1674,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,47,16.79
1674.cand.0.liste.1,1674.cand.0,1674,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,46,16.43
1674.cand.0.liste.2,1674.cand.0,1674,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,22,7.86
1674.cand.0.liste.3,1674.cand.0,1674,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,19,6.79
1674.cand.0.liste.4,1674.cand.0,1674,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,5,1.79
1674.cand.0.liste.5,1674.cand.0,1674,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,2,0.71
1674.cand.0.liste.6,1674.cand.0,1674,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-074.png,0,0
1674.cand.1.liste.0,1674.cand.1,1674,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,68,24.29
1674.cand.1.liste.1,1674.cand.1,1674,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,20,7.14
1674.cand.1.liste.2,1674.cand.1,1674,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,15,5.36
1674.cand.1.liste.3,1674.cand.1,1674,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,8,2.86
1674.cand.1.liste.4,1674.cand.1,1674,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,8,2.86
1674.cand.1.liste.5,1674.cand.1,1674,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,3,1.07
1674.cand.2.liste.0,1674.cand.2,1674,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,8,2.86
1674.cand.3.liste.0,1674.cand.3,1674,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,4,1.43
1674.cand.4.liste.0,1674.cand.4,1674,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,2,0.71
1674.cand.5.liste.0,1674.cand.5,1674,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,2,0.71
1674.cand.6.liste.0,1674.cand.6,1674,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,1,0.36
1674.cand.7.liste.0,1674.cand.7,1674,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,0,0
1674.cand.8.liste.0,1674.cand.8,1674,,,,,0
1675.cand.0.liste.0,1675.cand.0,1675,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,56,18.86
1675.cand.0.liste.1,1675.cand.0,1675,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,50,16.84
1675.cand.0.liste.2,1675.cand.0,1675,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,19,6.40
1675.cand.0.liste.3,1675.cand.0,1675,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,18,6.06
1675.cand.0.liste.4,1675.cand.0,1675,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,5,1.68
1675.cand.0.liste.5,1675.cand.0,1675,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,3,1.01
1675.cand.0.liste.6,1675.cand.0,1675,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-074.png,0,0
1675.cand.1.liste.0,1675.cand.1,1675,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,65,21.89
1675.cand.1.liste.1,1675.cand.1,1675,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,19,6.40
1675.cand.1.liste.2,1675.cand.1,1675,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,17,5.72
1675.cand.1.liste.3,1675.cand.1,1675,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,15,5.05
1675.cand.1.liste.4,1675.cand.1,1675,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,12,4.04
1675.cand.1.liste.5,1675.cand.1,1675,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,2,0.67
1675.cand.2.liste.0,1675.cand.2,1675,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,7,2.36
1675.cand.3.liste.0,1675.cand.3,1675,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,2,0.67
1675.cand.4.liste.0,1675.cand.4,1675,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,2,0.67
1675.cand.5.liste.0,1675.cand.5,1675,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,1,0.34
1675.cand.6.liste.0,1675.cand.6,1675,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,4,1.35
1675.cand.7.liste.0,1675.cand.7,1675,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,0,0
1675.cand.8.liste.0,1675.cand.8,1675,,,,,0
1676.cand.0.liste.0,1676.cand.0,1676,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,17,20.48
1676.cand.0.liste.1,1676.cand.0,1676,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,11,13.25
1676.cand.0.liste.2,1676.cand.0,1676,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,10,12.05
1676.cand.0.liste.3,1676.cand.0,1676,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,6,7.23
1676.cand.0.liste.4,1676.cand.0,1676,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,1,1.20
1676.cand.0.liste.5,1676.cand.0,1676,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-074.png,0,0
1676.cand.0.liste.6,1676.cand.0,1676,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,0,0
1676.cand.1.liste.0,1676.cand.1,1676,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,23,27.71
1676.cand.1.liste.1,1676.cand.1,1676,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,7,8.43
1676.cand.1.liste.2,1676.cand.1,1676,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,3,3.61
1676.cand.1.liste.3,1676.cand.1,1676,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,3,3.61
1676.cand.1.liste.4,1676.cand.1,1676,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,1,1.20
1676.cand.1.liste.5,1676.cand.1,1676,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,0,0
1676.cand.2.liste.0,1676.cand.2,1676,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,1,1.20
1676.cand.3.liste.0,1676.cand.3,1676,,,,,0
1676.cand.4.liste.0,1676.cand.4,1676,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,0,0
